Sample_ID_1	Sample_ID_2	Population_1	Population_2	Ind_1	Ind_2	CHRType	Ka	Value	Triangle
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Autosomes	K = 2	 0.004149	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Allosome	K = 7	-0.020535	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Autosomes	K = 3	-0.000498	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Autosomes	K = 4	-0.003547	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Allosome	K = 5	 0.004568	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Allosome	K = 7	-0.029231	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Allosome	K = 2	-0.007786	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Autosomes	K = 4	 0.000232	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Allosome	K = 3	-0.003883	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Autosomes	K = 7	 0.003928	Individual
KAZ14001	PDOM2022NLD0077M	A	F	A_01	F_01	Allosome	K = 7	-0.009509	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Autosomes	K = 6	 0.002215	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Allosome	K = 2	 0.034565	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Autosomes	K = 5	 0.001249	Individual
KAZ14055	PDOM2022NLD0077M	A	F	A_07	F_01	Autosomes	K = 5	 0.000150	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Allosome	K = 5	-0.003794	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Allosome	K = 3	 0.036005	Individual
KAZ14001	PDOM2022NLD0077M	A	F	A_01	F_01	Allosome	K = 3	-0.011869	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Allosome	K = 7	 0.027946	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Allosome	K = 2	 0.039717	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Autosomes	K = 3	 0.000151	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Autosomes	K = 4	 0.001470	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Allosome	K = 6	 0.004316	Individual
KAZ14055	PDOM2022NLD0077M	A	F	A_07	F_01	Autosomes	K = 6	-0.000248	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Allosome	K = 6	-0.015134	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Autosomes	K = 6	 0.003587	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Autosomes	K = 5	 0.001106	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Allosome	K = 7	-0.025156	Individual
KAZ14055	PDOM2022NLD0077M	A	F	A_07	F_01	Autosomes	K = 3	 0.000958	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Autosomes	K = 2	 0.002593	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Autosomes	K = 3	 0.003211	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Allosome	K = 4	 0.032151	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Autosomes	K = 6	 0.000365	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Autosomes	K = 7	-0.000802	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Autosomes	K = 3	 0.001429	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Autosomes	K = 2	 0.000541	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Allosome	K = 6	-0.004485	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Allosome	K = 6	 0.030765	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Autosomes	K = 6	-0.000383	Individual
KAZ14001	PDOM2022NLD0077M	A	F	A_01	F_01	Autosomes	K = 6	-0.001840	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Allosome	K = 4	 0.026890	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Allosome	K = 7	 0.025401	Individual
KAZ14001	PDOM2022NLD0077M	A	F	A_01	F_01	Allosome	K = 2	-0.008871	Individual
KAZ14001	PDOM2022NLD0077M	A	F	A_01	F_01	Autosomes	K = 3	-0.001741	Individual
KAZ14001	PDOM2022NLD0077M	A	F	A_01	F_01	Allosome	K = 6	-0.004770	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Allosome	K = 4	-0.007073	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Allosome	K = 6	 0.029456	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Autosomes	K = 4	 0.000804	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Autosomes	K = 7	 0.002311	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Allosome	K = 3	-0.013045	Individual
KAZ14055	PDOM2022NLD0077M	A	F	A_07	F_01	Allosome	K = 7	 0.021863	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Autosomes	K = 3	-0.003560	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Allosome	K = 3	 0.026808	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Autosomes	K = 7	-0.000236	Individual
KAZ14055	PDOM2022NLD0077M	A	F	A_07	F_01	Allosome	K = 5	 0.023333	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Autosomes	K = 5	-0.000829	Individual
KAZ14055	PDOM2022NLD0077M	A	F	A_07	F_01	Allosome	K = 4	 0.027305	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Autosomes	K = 7	-0.003348	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Autosomes	K = 3	 0.001484	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Allosome	K = 4	-0.018990	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Autosomes	K = 6	-0.001169	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Allosome	K = 4	-0.001791	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Allosome	K = 5	-0.021311	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Allosome	K = 2	 0.039449	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Allosome	K = 3	 0.011179	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Autosomes	K = 5	 0.000094	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Autosomes	K = 7	 0.000155	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Allosome	K = 5	 0.028941	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Allosome	K = 5	 0.029163	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Allosome	K = 7	-0.011767	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Allosome	K = 6	-0.017881	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Autosomes	K = 2	 0.001991	Individual
KAZ14055	PDOM2022NLD0077M	A	F	A_07	F_01	Autosomes	K = 4	 0.000731	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Allosome	K = 6	 0.038546	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Autosomes	K = 5	 0.003899	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Autosomes	K = 4	-0.000421	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Allosome	K = 3	 0.000646	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Autosomes	K = 7	 0.001002	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Allosome	K = 3	-0.007279	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Allosome	K = 4	 0.033682	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Autosomes	K = 5	-0.003420	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Allosome	K = 2	 0.006238	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Autosomes	K = 7	 0.001470	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Allosome	K = 7	-0.001274	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Allosome	K = 4	-0.013651	Individual
KAZ14055	PDOM2022NLD0077M	A	F	A_07	F_01	Autosomes	K = 2	 0.002033	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Allosome	K = 7	 0.037611	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Autosomes	K = 3	-0.000960	Individual
KAZ14001	PDOM2022NLD0077M	A	F	A_01	F_01	Autosomes	K = 5	-0.002072	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Autosomes	K = 2	 0.000182	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Autosomes	K = 2	 0.002469	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Autosomes	K = 3	 0.000745	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Allosome	K = 5	 0.039541	Individual
KAZ14003	PDOM2022NLD0077M	A	F	A_02	F_01	Allosome	K = 2	 0.012470	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Autosomes	K = 2	 0.000983	Individual
KAZ14061	PDOM2022NLD0077M	A	F	A_10	F_01	Allosome	K = 5	-0.018950	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Autosomes	K = 6	 0.000207	Individual
KAZ14059	PDOM2022NLD0077M	A	F	A_09	F_01	Allosome	K = 2	 0.013086	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Allosome	K = 5	-0.013251	Individual
KAZ14001	PDOM2022NLD0077M	A	F	A_01	F_01	Allosome	K = 5	-0.004036	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Autosomes	K = 6	-0.003492	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Autosomes	K = 5	 0.000916	Individual
KAZ14032	PDOM2022NLD0077M	A	F	A_03	F_01	Autosomes	K = 4	 0.001435	Individual
KAZ14055	PDOM2022NLD0077M	A	F	A_07	F_01	Autosomes	K = 7	 0.000031	Individual
KAZ14053	PDOM2022NLD0077M	A	F	A_05	F_01	Allosome	K = 3	 0.029586	Individual
KAZ14001	PDOM2022NLD0077M	A	F	A_01	F_01	Autosomes	K = 4	-0.001822	Individual
KAZ14054	PDOM2022NLD0077M	A	F	A_06	F_01	Autosomes	K = 5	-0.000362	Individual
KAZ14057	PDOM2022NLD0077M	A	F	A_08	F_01	Autosomes	K = 4	 0.003402	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Allosome	K = 6	-0.020494	Individual
KAZ14035	PDOM2022NLD0077M	A	F	A_04	F_01	Autosomes	K = 2	-0.002334	Individual
KAZ14055	PDOM2022NLD0077M	A	F	A_07	F_01	Allosome	K = 3	 0.032753	Individual
KAZ14059	FR041	A	G	A_09	G_01	Allosome	K = 5	 0.017748	Individual
KAZ14032	FR041	A	G	A_03	G_01	Allosome	K = 7	 0.016222	Individual
KAZ14003	FR041	A	G	A_02	G_01	Autosomes	K = 4	 0.001952	Individual
KAZ14053	FR041	A	G	A_05	G_01	Autosomes	K = 6	 0.002067	Individual
KAZ14057	FR041	A	G	A_08	G_01	Autosomes	K = 7	 0.001454	Individual
KAZ14053	FR041	A	G	A_05	G_01	Allosome	K = 6	 0.017835	Individual
KAZ14061	FR041	A	G	A_10	G_01	Allosome	K = 7	 0.026700	Individual
KAZ14054	FR041	A	G	A_06	G_01	Autosomes	K = 3	-0.002603	Individual
KAZ14003	FR041	A	G	A_02	G_01	Allosome	K = 5	 0.004065	Individual
KAZ14061	FR041	A	G	A_10	G_01	Allosome	K = 2	 0.031758	Individual
KAZ14001	FR041	A	G	A_01	G_01	Allosome	K = 3	-0.005487	Individual
KAZ14032	FR041	A	G	A_03	G_01	Autosomes	K = 6	 0.004177	Individual
KAZ14054	FR041	A	G	A_06	G_01	Autosomes	K = 7	-0.002814	Individual
KAZ14001	FR041	A	G	A_01	G_01	Autosomes	K = 6	 0.002192	Individual
KAZ14057	FR041	A	G	A_08	G_01	Autosomes	K = 6	 0.001827	Individual
KAZ14054	FR041	A	G	A_06	G_01	Allosome	K = 2	 0.013375	Individual
KAZ14061	FR041	A	G	A_10	G_01	Autosomes	K = 4	-0.002765	Individual
KAZ14057	FR041	A	G	A_08	G_01	Allosome	K = 2	-0.014969	Individual
KAZ14035	FR041	A	G	A_04	G_01	Autosomes	K = 3	-0.003319	Individual
KAZ14059	FR041	A	G	A_09	G_01	Autosomes	K = 4	 0.000877	Individual
KAZ14055	FR041	A	G	A_07	G_01	Autosomes	K = 6	 0.001208	Individual
KAZ14035	FR041	A	G	A_04	G_01	Allosome	K = 4	-0.025905	Individual
KAZ14059	FR041	A	G	A_09	G_01	Allosome	K = 3	-0.000021	Individual
KAZ14053	FR041	A	G	A_05	G_01	Autosomes	K = 2	 0.003199	Individual
KAZ14053	FR041	A	G	A_05	G_01	Autosomes	K = 5	 0.001756	Individual
KAZ14059	FR041	A	G	A_09	G_01	Autosomes	K = 6	 0.001131	Individual
KAZ14035	FR041	A	G	A_04	G_01	Allosome	K = 3	-0.027256	Individual
KAZ14053	FR041	A	G	A_05	G_01	Allosome	K = 7	 0.020824	Individual
KAZ14001	FR041	A	G	A_01	G_01	Autosomes	K = 3	 0.000812	Individual
KAZ14003	FR041	A	G	A_02	G_01	Allosome	K = 6	 0.003699	Individual
KAZ14055	FR041	A	G	A_07	G_01	Allosome	K = 7	-0.016829	Individual
KAZ14053	FR041	A	G	A_05	G_01	Autosomes	K = 4	 0.001826	Individual
KAZ14035	FR041	A	G	A_04	G_01	Autosomes	K = 5	-0.003654	Individual
KAZ14003	FR041	A	G	A_02	G_01	Autosomes	K = 3	 0.002065	Individual
KAZ14003	FR041	A	G	A_02	G_01	Allosome	K = 4	 0.003102	Individual
KAZ14061	FR041	A	G	A_10	G_01	Autosomes	K = 6	-0.002632	Individual
KAZ14055	FR041	A	G	A_07	G_01	Allosome	K = 6	-0.018351	Individual
KAZ14057	FR041	A	G	A_08	G_01	Allosome	K = 7	-0.032718	Individual
KAZ14054	FR041	A	G	A_06	G_01	Allosome	K = 4	 0.000258	Individual
KAZ14055	FR041	A	G	A_07	G_01	Allosome	K = 5	-0.018854	Individual
KAZ14003	FR041	A	G	A_02	G_01	Autosomes	K = 6	 0.002118	Individual
KAZ14001	FR041	A	G	A_01	G_01	Autosomes	K = 5	 0.001209	Individual
KAZ14057	FR041	A	G	A_08	G_01	Allosome	K = 4	-0.029415	Individual
KAZ14032	FR041	A	G	A_03	G_01	Allosome	K = 3	 0.008273	Individual
KAZ14061	FR041	A	G	A_10	G_01	Allosome	K = 5	 0.023660	Individual
KAZ14032	FR041	A	G	A_03	G_01	Allosome	K = 2	 0.019546	Individual
KAZ14032	FR041	A	G	A_03	G_01	Allosome	K = 6	 0.012728	Individual
KAZ14001	FR041	A	G	A_01	G_01	Allosome	K = 7	-0.013170	Individual
KAZ14053	FR041	A	G	A_05	G_01	Allosome	K = 4	 0.018194	Individual
KAZ14003	FR041	A	G	A_02	G_01	Autosomes	K = 7	 0.001721	Individual
KAZ14001	FR041	A	G	A_01	G_01	Allosome	K = 4	-0.012928	Individual
KAZ14053	FR041	A	G	A_05	G_01	Allosome	K = 3	 0.020928	Individual
KAZ14035	FR041	A	G	A_04	G_01	Autosomes	K = 7	-0.003551	Individual
KAZ14055	FR041	A	G	A_07	G_01	Autosomes	K = 4	 0.001843	Individual
KAZ14032	FR041	A	G	A_03	G_01	Autosomes	K = 4	 0.003242	Individual
KAZ14061	FR041	A	G	A_10	G_01	Allosome	K = 6	 0.023855	Individual
KAZ14032	FR041	A	G	A_03	G_01	Allosome	K = 5	 0.012163	Individual
KAZ14053	FR041	A	G	A_05	G_01	Autosomes	K = 7	 0.002182	Individual
KAZ14054	FR041	A	G	A_06	G_01	Allosome	K = 7	 0.002733	Individual
KAZ14055	FR041	A	G	A_07	G_01	Autosomes	K = 3	 0.000502	Individual
KAZ14055	FR041	A	G	A_07	G_01	Autosomes	K = 5	 0.001612	Individual
KAZ14055	FR041	A	G	A_07	G_01	Allosome	K = 4	-0.018579	Individual
KAZ14059	FR041	A	G	A_09	G_01	Allosome	K = 2	 0.014623	Individual
KAZ14054	FR041	A	G	A_06	G_01	Autosomes	K = 2	-0.001313	Individual
KAZ14061	FR041	A	G	A_10	G_01	Allosome	K = 3	 0.012860	Individual
KAZ14003	FR041	A	G	A_02	G_01	Autosomes	K = 5	 0.002333	Individual
KAZ14001	FR041	A	G	A_01	G_01	Allosome	K = 2	 0.007364	Individual
KAZ14035	FR041	A	G	A_04	G_01	Allosome	K = 2	-0.001935	Individual
KAZ14035	FR041	A	G	A_04	G_01	Autosomes	K = 6	-0.003638	Individual
KAZ14001	FR041	A	G	A_01	G_01	Allosome	K = 6	-0.013857	Individual
KAZ14054	FR041	A	G	A_06	G_01	Autosomes	K = 6	-0.002761	Individual
KAZ14059	FR041	A	G	A_09	G_01	Autosomes	K = 3	 0.001319	Individual
KAZ14035	FR041	A	G	A_04	G_01	Allosome	K = 7	-0.030379	Individual
KAZ14001	FR041	A	G	A_01	G_01	Autosomes	K = 4	 0.001297	Individual
KAZ14001	FR041	A	G	A_01	G_01	Autosomes	K = 2	 0.002195	Individual
KAZ14035	FR041	A	G	A_04	G_01	Autosomes	K = 4	-0.003441	Individual
KAZ14059	FR041	A	G	A_09	G_01	Autosomes	K = 5	 0.001409	Individual
KAZ14003	FR041	A	G	A_02	G_01	Allosome	K = 3	-0.012953	Individual
KAZ14057	FR041	A	G	A_08	G_01	Autosomes	K = 5	 0.002269	Individual
KAZ14054	FR041	A	G	A_06	G_01	Autosomes	K = 4	-0.003161	Individual
KAZ14035	FR041	A	G	A_04	G_01	Allosome	K = 6	-0.028130	Individual
KAZ14032	FR041	A	G	A_03	G_01	Autosomes	K = 7	 0.002704	Individual
KAZ14053	FR041	A	G	A_05	G_01	Autosomes	K = 3	 0.001822	Individual
KAZ14053	FR041	A	G	A_05	G_01	Allosome	K = 5	 0.017241	Individual
KAZ14059	FR041	A	G	A_09	G_01	Allosome	K = 4	 0.017535	Individual
KAZ14032	FR041	A	G	A_03	G_01	Autosomes	K = 5	 0.003656	Individual
KAZ14059	FR041	A	G	A_09	G_01	Autosomes	K = 7	 0.001083	Individual
KAZ14054	FR041	A	G	A_06	G_01	Autosomes	K = 5	-0.002851	Individual
KAZ14055	FR041	A	G	A_07	G_01	Autosomes	K = 2	 0.001810	Individual
KAZ14055	FR041	A	G	A_07	G_01	Allosome	K = 3	-0.032557	Individual
KAZ14001	FR041	A	G	A_01	G_01	Autosomes	K = 7	 0.001355	Individual
KAZ14059	FR041	A	G	A_09	G_01	Autosomes	K = 2	 0.002397	Individual
KAZ14054	FR041	A	G	A_06	G_01	Allosome	K = 6	 0.001544	Individual
KAZ14053	FR041	A	G	A_05	G_01	Allosome	K = 2	 0.041100	Individual
KAZ14001	FR041	A	G	A_01	G_01	Allosome	K = 5	-0.013946	Individual
KAZ14061	FR041	A	G	A_10	G_01	Allosome	K = 4	 0.023408	Individual
KAZ14057	FR041	A	G	A_08	G_01	Allosome	K = 6	-0.031139	Individual
KAZ14054	FR041	A	G	A_06	G_01	Allosome	K = 3	-0.006814	Individual
KAZ14003	FR041	A	G	A_02	G_01	Autosomes	K = 2	 0.003328	Individual
KAZ14057	FR041	A	G	A_08	G_01	Autosomes	K = 4	 0.002012	Individual
KAZ14057	FR041	A	G	A_08	G_01	Autosomes	K = 2	 0.004156	Individual
KAZ14032	FR041	A	G	A_03	G_01	Autosomes	K = 2	 0.004130	Individual
KAZ14059	FR041	A	G	A_09	G_01	Allosome	K = 6	 0.017252	Individual
KAZ14035	FR041	A	G	A_04	G_01	Allosome	K = 5	-0.028938	Individual
KAZ14057	FR041	A	G	A_08	G_01	Allosome	K = 5	-0.031619	Individual
KAZ14061	FR041	A	G	A_10	G_01	Autosomes	K = 7	-0.002847	Individual
KAZ14003	FR041	A	G	A_02	G_01	Allosome	K = 2	 0.013573	Individual
KAZ14032	FR041	A	G	A_03	G_01	Autosomes	K = 3	 0.002741	Individual
KAZ14032	FR041	A	G	A_03	G_01	Allosome	K = 4	 0.012852	Individual
KAZ14061	FR041	A	G	A_10	G_01	Autosomes	K = 2	-0.000757	Individual
KAZ14057	FR041	A	G	A_08	G_01	Autosomes	K = 3	 0.002988	Individual
KAZ14061	FR041	A	G	A_10	G_01	Autosomes	K = 5	-0.002877	Individual
KAZ14035	FR041	A	G	A_04	G_01	Autosomes	K = 2	-0.001840	Individual
KAZ14054	FR041	A	G	A_06	G_01	Allosome	K = 5	 0.002060	Individual
KAZ14055	FR041	A	G	A_07	G_01	Autosomes	K = 7	 0.001846	Individual
KAZ14055	FR041	A	G	A_07	G_01	Allosome	K = 2	-0.013597	Individual
KAZ14059	FR041	A	G	A_09	G_01	Allosome	K = 7	 0.019257	Individual
KAZ14057	FR041	A	G	A_08	G_01	Allosome	K = 3	-0.031886	Individual
KAZ14061	FR041	A	G	A_10	G_01	Autosomes	K = 3	-0.002310	Individual
KAZ14003	FR041	A	G	A_02	G_01	Allosome	K = 7	 0.007047	Individual
KAZ14061	FR044	A	G	A_10	G_02	Autosomes	K = 6	-0.000802	Individual
KAZ14053	FR044	A	G	A_05	G_02	Autosomes	K = 6	 0.001236	Individual
KAZ14003	FR044	A	G	A_02	G_02	Allosome	K = 5	-0.002704	Individual
KAZ14053	FR044	A	G	A_05	G_02	Allosome	K = 6	-0.034549	Individual
KAZ14061	FR044	A	G	A_10	G_02	Allosome	K = 7	-0.026092	Individual
KAZ14061	FR044	A	G	A_10	G_02	Allosome	K = 2	-0.014924	Individual
KAZ14054	FR044	A	G	A_06	G_02	Autosomes	K = 3	 0.003717	Individual
KAZ14032	FR044	A	G	A_03	G_02	Allosome	K = 7	 0.022263	Individual
KAZ14059	FR044	A	G	A_09	G_02	Autosomes	K = 3	 0.000042	Individual
KAZ14032	FR044	A	G	A_03	G_02	Autosomes	K = 6	 0.000225	Individual
KAZ14032	FR044	A	G	A_03	G_02	Autosomes	K = 5	-0.000201	Individual
KAZ14057	FR044	A	G	A_08	G_02	Autosomes	K = 7	 0.000860	Individual
KAZ14035	FR044	A	G	A_04	G_02	Autosomes	K = 5	-0.001555	Individual
KAZ14059	FR044	A	G	A_09	G_02	Allosome	K = 5	-0.014142	Individual
KAZ14059	FR044	A	G	A_09	G_02	Autosomes	K = 4	-0.000400	Individual
KAZ14035	FR044	A	G	A_04	G_02	Autosomes	K = 3	-0.001270	Individual
KAZ14001	FR044	A	G	A_01	G_02	Allosome	K = 4	 0.007289	Individual
KAZ14032	FR044	A	G	A_03	G_02	Autosomes	K = 2	 0.000175	Individual
KAZ14055	FR044	A	G	A_07	G_02	Autosomes	K = 2	-0.001201	Individual
KAZ14055	FR044	A	G	A_07	G_02	Autosomes	K = 3	-0.002289	Individual
KAZ14003	FR044	A	G	A_02	G_02	Allosome	K = 6	-0.002816	Individual
KAZ14032	FR044	A	G	A_03	G_02	Allosome	K = 3	 0.016747	Individual
KAZ14055	FR044	A	G	A_07	G_02	Allosome	K = 2	 0.033292	Individual
KAZ14053	FR044	A	G	A_05	G_02	Autosomes	K = 2	 0.002168	Individual
KAZ14032	FR044	A	G	A_03	G_02	Allosome	K = 2	 0.024366	Individual
KAZ14054	FR044	A	G	A_06	G_02	Allosome	K = 7	 0.020295	Individual
KAZ14055	FR044	A	G	A_07	G_02	Allosome	K = 6	 0.032785	Individual
KAZ14001	FR044	A	G	A_01	G_02	Autosomes	K = 3	-0.000674	Individual
KAZ14057	FR044	A	G	A_08	G_02	Allosome	K = 4	-0.001202	Individual
KAZ14003	FR044	A	G	A_02	G_02	Autosomes	K = 4	-0.000214	Individual
KAZ14053	FR044	A	G	A_05	G_02	Allosome	K = 3	-0.030428	Individual
KAZ14035	FR044	A	G	A_04	G_02	Allosome	K = 3	-0.025329	Individual
KAZ14057	FR044	A	G	A_08	G_02	Allosome	K = 7	 0.003322	Individual
KAZ14001	FR044	A	G	A_01	G_02	Allosome	K = 7	 0.005215	Individual
KAZ14003	FR044	A	G	A_02	G_02	Allosome	K = 4	-0.004012	Individual
KAZ14061	FR044	A	G	A_10	G_02	Allosome	K = 3	-0.032760	Individual
KAZ14003	FR044	A	G	A_02	G_02	Allosome	K = 3	-0.021819	Individual
KAZ14053	FR044	A	G	A_05	G_02	Autosomes	K = 5	 0.000946	Individual
KAZ14001	FR044	A	G	A_01	G_02	Autosomes	K = 4	-0.000216	Individual
KAZ14053	FR044	A	G	A_05	G_02	Allosome	K = 7	-0.036680	Individual
KAZ14059	FR044	A	G	A_09	G_02	Allosome	K = 3	-0.033915	Individual
KAZ14032	FR044	A	G	A_03	G_02	Allosome	K = 5	 0.019540	Individual
KAZ14035	FR044	A	G	A_04	G_02	Autosomes	K = 7	-0.001441	Individual
KAZ14059	FR044	A	G	A_09	G_02	Allosome	K = 4	-0.015731	Individual
KAZ14055	FR044	A	G	A_07	G_02	Allosome	K = 5	 0.032494	Individual
KAZ14059	FR044	A	G	A_09	G_02	Autosomes	K = 7	-0.000221	Individual
KAZ14035	FR044	A	G	A_04	G_02	Allosome	K = 7	-0.016490	Individual
KAZ14057	FR044	A	G	A_08	G_02	Autosomes	K = 5	 0.001732	Individual
KAZ14053	FR044	A	G	A_05	G_02	Autosomes	K = 4	 0.001002	Individual
KAZ14032	FR044	A	G	A_03	G_02	Allosome	K = 4	 0.021141	Individual
KAZ14054	FR044	A	G	A_06	G_02	Autosomes	K = 7	 0.003848	Individual
KAZ14032	FR044	A	G	A_03	G_02	Autosomes	K = 4	-0.000648	Individual
KAZ14001	FR044	A	G	A_01	G_02	Autosomes	K = 5	-0.000278	Individual
KAZ14054	FR044	A	G	A_06	G_02	Allosome	K = 4	 0.021449	Individual
KAZ14057	FR044	A	G	A_08	G_02	Allosome	K = 3	-0.007786	Individual
KAZ14053	FR044	A	G	A_05	G_02	Allosome	K = 5	-0.034668	Individual
KAZ14032	FR044	A	G	A_03	G_02	Allosome	K = 6	 0.020017	Individual
KAZ14001	FR044	A	G	A_01	G_02	Autosomes	K = 6	 0.000664	Individual
KAZ14055	FR044	A	G	A_07	G_02	Autosomes	K = 6	-0.001690	Individual
KAZ14001	FR044	A	G	A_01	G_02	Allosome	K = 2	 0.021169	Individual
KAZ14059	FR044	A	G	A_09	G_02	Autosomes	K = 2	 0.000904	Individual
KAZ14035	FR044	A	G	A_04	G_02	Allosome	K = 4	-0.019350	Individual
KAZ14001	FR044	A	G	A_01	G_02	Autosomes	K = 7	-0.000161	Individual
KAZ14035	FR044	A	G	A_04	G_02	Autosomes	K = 4	-0.001342	Individual
KAZ14061	FR044	A	G	A_10	G_02	Allosome	K = 6	-0.025682	Individual
KAZ14059	FR044	A	G	A_09	G_02	Allosome	K = 6	-0.014645	Individual
